CPG,CPG Region,Channel,Retailer,Retailer Region,Year,Week,Category,Brand,UPC,PPG, Sales 
ABC Corp,South,Mass,SuperMart,Deep South,2017,11,Widgets,A,1234567890,PPG1,"3,31,559.80"
ABC Corp,West,Mass,SuperMart,West,2017,11,Widgets,A,1234567890,PPG1,"6,09,622.22"
ABC Corp,North,Mass,BigCo,North,2017,11,Widgets,A,1234567890,PPG1,"2,15,392.84"
ABC Corp,East,Mass,BigCo,East,2017,11,Widgets,A,1234567890,PPG1,"2,56,879.48"
ABC Corp,South,Mass,BigCo,South,2017,11,Widgets,A,1234567890,PPG1,"8,25,121.42"
ABC Corp,West,Mass,BigCo,West,2017,11,Widgets,A,1234567890,PPG1,"7,56,064.56"
ABC Corp,North,Drug,Rx,North,2017,11,Widgets,A,1234567890,PPG1,"1,16,312.89"
ABC Corp,East,Drug,Rx,East,2017,11,Widgets,A,1234567890,PPG1,"5,06,562.79"
ABC Corp,South,Drug,Rx,South,2017,11,Widgets,A,1234567890,PPG1,"3,17,153.24"
ABC Corp,West,Drug,Rx,West,2017,11,Widgets,A,1234567890,PPG1,"10,08,942.15"
ABC Corp,North,Mass,SuperMart,North,2017,11,Widgets,A,1234512345,PPG1,"1,48,119.08"
ABC Corp,East,Mass,SuperMart,East,2017,11,Widgets,A,1234512345,PPG1,"2,11,500.10"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,11,Widgets,A,1234512345,PPG1,"7,22,891.29"
ABC Corp,South,Mass,SuperMart,Deep South,2017,11,Widgets,A,1234512345,PPG1,"1,34,177.57"
ABC Corp,West,Mass,SuperMart,West,2017,11,Widgets,A,1234512345,PPG1,"4,82,487.90"
ABC Corp,North,Mass,BigCo,North,2017,11,Widgets,A,1234512345,PPG1,"99,592.72"
ABC Corp,East,Mass,BigCo,East,2017,11,Widgets,A,1234512345,PPG1,"7,38,339.05"
ABC Corp,South,Mass,BigCo,South,2017,11,Widgets,A,1234512345,PPG1,"8,15,727.09"
ABC Corp,West,Mass,BigCo,West,2017,11,Widgets,A,1234512345,PPG1,"3,10,431.72"
ABC Corp,North,Drug,Rx,North,2017,11,Widgets,A,1234512345,PPG1,"3,93,775.30"
ABC Corp,East,Drug,Rx,East,2017,11,Widgets,A,1234512345,PPG1,"1,03,864.69"
ABC Corp,South,Drug,Rx,South,2017,11,Widgets,A,1234512345,PPG1,"1,10,704.91"
ABC Corp,West,Drug,Rx,West,2017,11,Widgets,A,1234512345,PPG1,"7,31,861.60"
ABC Corp,North,Mass,SuperMart,North,2017,12,Widgets,A,1234567890,PPG1,"6,26,921.73"
ABC Corp,East,Mass,SuperMart,East,2017,12,Widgets,A,1234567890,PPG1,"6,99,949.98"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,12,Widgets,A,1234567890,PPG1,"4,52,121.70"
ABC Corp,South,Mass,SuperMart,Deep South,2017,12,Widgets,A,1234567890,PPG1,"3,47,972.01"
ABC Corp,West,Mass,SuperMart,West,2017,12,Widgets,A,1234567890,PPG1,"6,01,026.55"
ABC Corp,North,Mass,BigCo,North,2017,12,Widgets,A,1234567890,PPG1,"2,19,937.63"
ABC Corp,East,Mass,BigCo,East,2017,12,Widgets,A,1234567890,PPG1,"2,59,037.26"
ABC Corp,South,Mass,BigCo,South,2017,12,Widgets,A,1234567890,PPG1,"8,61,179.22"
ABC Corp,West,Mass,BigCo,West,2017,12,Widgets,A,1234567890,PPG1,"7,49,335.59"
ABC Corp,North,Drug,Rx,North,2017,12,Widgets,A,1234567890,PPG1,"1,19,534.76"
ABC Corp,East,Drug,Rx,East,2017,12,Widgets,A,1234567890,PPG1,"4,99,065.67"
ABC Corp,South,Drug,Rx,South,2017,12,Widgets,A,1234567890,PPG1,"3,31,964.30"
ABC Corp,West,Drug,Rx,West,2017,12,Widgets,A,1234567890,PPG1,"9,77,059.58"
ABC Corp,North,Mass,SuperMart,North,2017,12,Widgets,A,1234512345,PPG1,"1,49,659.51"
ABC Corp,East,Mass,SuperMart,East,2017,12,Widgets,A,1234512345,PPG1,"2,02,067.20"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,12,Widgets,A,1234512345,PPG1,"6,89,855.16"
ABC Corp,South,Mass,SuperMart,Deep South,2017,12,Widgets,A,1234512345,PPG1,"1,38,820.11"
ABC Corp,West,Mass,SuperMart,West,2017,12,Widgets,A,1234512345,PPG1,"4,93,440.38"
ABC Corp,North,Mass,BigCo,North,2017,12,Widgets,A,1234512345,PPG1,"1,03,855.29"
ABC Corp,East,Mass,BigCo,East,2017,12,Widgets,A,1234512345,PPG1,"7,08,583.99"
ABC Corp,South,Mass,BigCo,South,2017,12,Widgets,A,1234512345,PPG1,"8,23,313.35"
ABC Corp,West,Mass,BigCo,West,2017,12,Widgets,A,1234512345,PPG1,"3,10,649.02"
ABC Corp,North,Drug,Rx,North,2017,12,Widgets,A,1234512345,PPG1,"3,77,866.78"
ABC Corp,East,Drug,Rx,East,2017,12,Widgets,A,1234512345,PPG1,"1,00,011.31"
ABC Corp,South,Drug,Rx,South,2017,12,Widgets,A,1234512345,PPG1,"1,11,291.65"
ABC Corp,West,Drug,Rx,West,2017,12,Widgets,A,1234512345,PPG1,"7,22,127.84"
ABC Corp,North,Mass,SuperMart,North,2017,13,Widgets,A,1234567890,PPG1,"5,97,142.95"
ABC Corp,East,Mass,SuperMart,East,2017,13,Widgets,A,1234567890,PPG1,"6,86,440.94"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,13,Widgets,A,1234567890,PPG1,"4,42,175.03"
ABC Corp,South,Mass,SuperMart,Deep South,2017,13,Widgets,A,1234567890,PPG1,"3,64,953.04"
ABC Corp,West,Mass,SuperMart,West,2017,13,Widgets,A,1234567890,PPG1,"6,02,228.60"
ABC Corp,North,Mass,BigCo,North,2017,13,Widgets,A,1234567890,PPG1,"2,09,688.53"
ABC Corp,East,Mass,BigCo,East,2017,13,Widgets,A,1234567890,PPG1,"2,71,859.61"
ABC Corp,South,Mass,BigCo,South,2017,13,Widgets,A,1234567890,PPG1,"8,74,958.09"
ABC Corp,West,Mass,BigCo,West,2017,13,Widgets,A,1234567890,PPG1,"7,34,498.74"
ABC Corp,North,Drug,Rx,North,2017,13,Widgets,A,1234567890,PPG1,"1,20,048.76"
ABC Corp,East,Drug,Rx,East,2017,13,Widgets,A,1234567890,PPG1,"5,13,838.01"
ABC Corp,South,Drug,Rx,South,2017,13,Widgets,A,1234567890,PPG1,"3,31,731.92"
ABC Corp,West,Drug,Rx,West,2017,13,Widgets,A,1234567890,PPG1,"9,79,111.41"
ABC Corp,North,Mass,SuperMart,North,2017,13,Widgets,A,1234512345,PPG1,"1,53,969.71"
ABC Corp,East,Mass,SuperMart,East,2017,13,Widgets,A,1234512345,PPG1,"2,09,887.20"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,13,Widgets,A,1234512345,PPG1,"7,15,034.88"
ABC Corp,South,Mass,SuperMart,Deep South,2017,13,Widgets,A,1234512345,PPG1,"1,38,570.24"
ABC Corp,West,Mass,SuperMart,West,2017,13,Widgets,A,1234512345,PPG1,"5,06,960.65"
ABC Corp,North,Mass,BigCo,North,2017,13,Widgets,A,1234512345,PPG1,"1,07,531.77"
ABC Corp,East,Mass,BigCo,East,2017,13,Widgets,A,1234512345,PPG1,"7,04,474.20"
ABC Corp,South,Mass,BigCo,South,2017,13,Widgets,A,1234512345,PPG1,"7,82,312.35"
ABC Corp,West,Mass,BigCo,West,2017,13,Widgets,A,1234512345,PPG1,"3,11,456.71"
ABC Corp,North,Drug,Rx,North,2017,13,Widgets,A,1234512345,PPG1,"3,72,803.36"
ABC Corp,East,Drug,Rx,East,2017,13,Widgets,A,1234512345,PPG1,"1,00,181.33"
ABC Corp,South,Drug,Rx,South,2017,13,Widgets,A,1234512345,PPG1,"1,10,167.60"
ABC Corp,West,Drug,Rx,West,2017,13,Widgets,A,1234512345,PPG1,"7,54,984.66"
ABC Corp,North,Mass,SuperMart,North,2017,14,Widgets,A,1234567890,PPG1,"6,00,666.09"
ABC Corp,East,Mass,SuperMart,East,2017,14,Widgets,A,1234567890,PPG1,"6,68,181.61"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,14,Widgets,A,1234567890,PPG1,"4,43,766.86"
ABC Corp,South,Mass,SuperMart,Deep South,2017,14,Widgets,A,1234567890,PPG1,"3,69,332.48"
ABC Corp,West,Mass,SuperMart,West,2017,14,Widgets,A,1234567890,PPG1,"5,80,969.93"
ABC Corp,North,Mass,BigCo,North,2017,14,Widgets,A,1234567890,PPG1,"1,99,917.05"
ABC Corp,East,Mass,BigCo,East,2017,14,Widgets,A,1234567890,PPG1,"2,84,337.97"
ABC Corp,South,Mass,BigCo,South,2017,14,Widgets,A,1234567890,PPG1,"8,92,544.75"
ABC Corp,West,Mass,BigCo,West,2017,14,Widgets,A,1234567890,PPG1,"7,35,894.29"
ABC Corp,North,Drug,Rx,North,2017,14,Widgets,A,1234567890,PPG1,"1,16,807.44"
ABC Corp,East,Drug,Rx,East,2017,14,Widgets,A,1234567890,PPG1,"5,32,233.41"
ABC Corp,South,Drug,Rx,South,2017,14,Widgets,A,1234567890,PPG1,"3,18,694.86"
ABC Corp,West,Drug,Rx,West,2017,14,Widgets,A,1234567890,PPG1,"10,25,129.64"
ABC Corp,North,Mass,SuperMart,North,2017,14,Widgets,A,1234512345,PPG1,"1,47,995.68"
ABC Corp,East,Mass,SuperMart,East,2017,14,Widgets,A,1234512345,PPG1,"2,19,856.84"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,14,Widgets,A,1234512345,PPG1,"7,22,328.23"
ABC Corp,South,Mass,SuperMart,Deep South,2017,14,Widgets,A,1234512345,PPG1,"1,40,122.22"
ABC Corp,West,Mass,SuperMart,West,2017,14,Widgets,A,1234512345,PPG1,"4,84,857.16"
ABC Corp,North,Mass,BigCo,North,2017,14,Widgets,A,1234512345,PPG1,"1,11,263.12"
ABC Corp,East,Mass,BigCo,East,2017,14,Widgets,A,1234512345,PPG1,"6,72,772.86"
ABC Corp,South,Mass,BigCo,South,2017,14,Widgets,A,1234512345,PPG1,"7,74,567.45"
ABC Corp,West,Mass,BigCo,West,2017,14,Widgets,A,1234512345,PPG1,"3,14,945.02"
ABC Corp,North,Drug,Rx,North,2017,14,Widgets,A,1234512345,PPG1,"3,80,818.64"
ABC Corp,East,Drug,Rx,East,2017,14,Widgets,A,1234512345,PPG1,"1,01,854.36"
ABC Corp,South,Drug,Rx,South,2017,14,Widgets,A,1234512345,PPG1,"1,07,248.16"
ABC Corp,West,Drug,Rx,West,2017,14,Widgets,A,1234512345,PPG1,"7,20,104.37"
ABC Corp,North,Mass,SuperMart,North,2017,15,Widgets,A,1234567890,PPG1,"6,18,265.61"
ABC Corp,East,Mass,SuperMart,East,2017,15,Widgets,A,1234567890,PPG1,"6,52,212.07"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,15,Widgets,A,1234567890,PPG1,"4,35,690.30"
ABC Corp,South,Mass,SuperMart,Deep South,2017,15,Widgets,A,1234567890,PPG1,"3,84,918.31"
ABC Corp,West,Mass,SuperMart,West,2017,15,Widgets,A,1234567890,PPG1,"5,59,996.92"
ABC Corp,North,Mass,BigCo,North,2017,15,Widgets,A,1234567890,PPG1,"1,96,418.50"
ABC Corp,East,Mass,BigCo,East,2017,15,Widgets,A,1234567890,PPG1,"2,82,205.43"
ABC Corp,South,Mass,BigCo,South,2017,15,Widgets,A,1234567890,PPG1,"9,17,446.75"
ABC Corp,West,Mass,BigCo,West,2017,15,Widgets,A,1234567890,PPG1,"7,23,163.32"
ABC Corp,North,Drug,Rx,North,2017,15,Widgets,A,1234567890,PPG1,"1,16,001.47"
ABC Corp,East,Drug,Rx,East,2017,15,Widgets,A,1234567890,PPG1,"5,32,659.20"
ABC Corp,South,Drug,Rx,South,2017,15,Widgets,A,1234567890,PPG1,"3,11,842.92"
ABC Corp,West,Drug,Rx,West,2017,15,Widgets,A,1234567890,PPG1,"9,78,486.24"
ABC Corp,North,Mass,SuperMart,North,2017,15,Widgets,A,1234512345,PPG1,"1,44,547.38"
ABC Corp,East,Mass,SuperMart,East,2017,15,Widgets,A,1234512345,PPG1,"2,18,493.73"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,15,Widgets,A,1234512345,PPG1,"7,47,465.25"
ABC Corp,South,Mass,SuperMart,Deep South,2017,15,Widgets,A,1234512345,PPG1,"1,46,133.47"
ABC Corp,West,Mass,SuperMart,West,2017,15,Widgets,A,1234512345,PPG1,"5,03,330.22"
ABC Corp,North,Mass,BigCo,North,2017,15,Widgets,A,1234512345,PPG1,"1,16,692.76"
ABC Corp,East,Mass,BigCo,East,2017,15,Widgets,A,1234512345,PPG1,"6,59,182.85"
ABC Corp,South,Mass,BigCo,South,2017,15,Widgets,A,1234512345,PPG1,"7,89,129.32"
ABC Corp,West,Mass,BigCo,West,2017,15,Widgets,A,1234512345,PPG1,"3,06,095.07"
ABC Corp,North,Drug,Rx,North,2017,15,Widgets,A,1234512345,PPG1,"3,63,681.80"
ABC Corp,East,Drug,Rx,East,2017,15,Widgets,A,1234512345,PPG1,"1,03,708.11"
ABC Corp,South,Drug,Rx,South,2017,15,Widgets,A,1234512345,PPG1,"1,02,014.45"
ABC Corp,West,Drug,Rx,West,2017,15,Widgets,A,1234512345,PPG1,"6,95,044.74"
ABC Corp,North,Mass,SuperMart,North,2017,16,Widgets,A,1234567890,PPG1,"6,10,846.42"
ABC Corp,East,Mass,SuperMart,East,2017,16,Widgets,A,1234567890,PPG1,"6,22,927.75"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,16,Widgets,A,1234567890,PPG1,"4,35,254.61"
ABC Corp,South,Mass,SuperMart,Deep South,2017,16,Widgets,A,1234567890,PPG1,"3,96,812.28"
ABC Corp,West,Mass,SuperMart,West,2017,16,Widgets,A,1234567890,PPG1,"5,83,684.79"
ABC Corp,North,Mass,BigCo,North,2017,16,Widgets,A,1234567890,PPG1,"1,97,891.64"
ABC Corp,East,Mass,BigCo,East,2017,16,Widgets,A,1234567890,PPG1,"2,87,708.44"
ABC Corp,South,Mass,BigCo,South,2017,16,Widgets,A,1234567890,PPG1,"8,75,886.41"
ABC Corp,West,Mass,BigCo,West,2017,16,Widgets,A,1234567890,PPG1,"7,46,015.28"
ABC Corp,North,Drug,Rx,North,2017,16,Widgets,A,1234567890,PPG1,"1,12,834.63"
ABC Corp,East,Drug,Rx,East,2017,16,Widgets,A,1234567890,PPG1,"5,13,057.34"
ABC Corp,South,Drug,Rx,South,2017,16,Widgets,A,1234567890,PPG1,"3,22,913.34"
ABC Corp,West,Drug,Rx,West,2017,16,Widgets,A,1234567890,PPG1,"10,14,983.78"
ABC Corp,North,Mass,SuperMart,North,2017,16,Widgets,A,1234512345,PPG1,"1,38,259.57"
ABC Corp,East,Mass,SuperMart,East,2017,16,Widgets,A,1234512345,PPG1,"2,18,056.74"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,16,Widgets,A,1234512345,PPG1,"7,84,016.30"
ABC Corp,South,Mass,SuperMart,Deep South,2017,16,Widgets,A,1234512345,PPG1,"1,46,016.56"
ABC Corp,West,Mass,SuperMart,West,2017,16,Widgets,A,1234512345,PPG1,"5,04,185.88"
ABC Corp,North,Mass,BigCo,North,2017,16,Widgets,A,1234512345,PPG1,"1,14,090.51"
ABC Corp,East,Mass,BigCo,East,2017,16,Widgets,A,1234512345,PPG1,"6,44,944.50"
ABC Corp,South,Mass,BigCo,South,2017,16,Widgets,A,1234512345,PPG1,"8,11,540.60"
ABC Corp,West,Mass,BigCo,West,2017,16,Widgets,A,1234512345,PPG1,"3,04,380.93"
ABC Corp,North,Drug,Rx,North,2017,16,Widgets,A,1234512345,PPG1,"3,55,789.90"
ABC Corp,East,Drug,Rx,East,2017,16,Widgets,A,1234512345,PPG1,"1,08,416.46"
ABC Corp,South,Drug,Rx,South,2017,16,Widgets,A,1234512345,PPG1,"97,403.40"
ABC Corp,West,Drug,Rx,West,2017,16,Widgets,A,1234512345,PPG1,"7,06,026.44"
ABC Corp,North,Mass,SuperMart,North,2017,17,Widgets,A,1234567890,PPG1,"6,27,217.11"
ABC Corp,East,Mass,SuperMart,East,2017,17,Widgets,A,1234567890,PPG1,"6,10,033.15"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,17,Widgets,A,1234567890,PPG1,"4,29,944.50"
ABC Corp,South,Mass,SuperMart,Deep South,2017,17,Widgets,A,1234567890,PPG1,"3,88,717.31"
ABC Corp,West,Mass,SuperMart,West,2017,17,Widgets,A,1234567890,PPG1,"5,62,497.03"
ABC Corp,North,Mass,BigCo,North,2017,17,Widgets,A,1234567890,PPG1,"1,92,370.46"
ABC Corp,East,Mass,BigCo,East,2017,17,Widgets,A,1234567890,PPG1,"2,95,936.90"
ABC Corp,South,Mass,BigCo,South,2017,17,Widgets,A,1234567890,PPG1,"8,72,733.22"
ABC Corp,West,Mass,BigCo,West,2017,17,Widgets,A,1234567890,PPG1,"7,28,409.32"
ABC Corp,North,Drug,Rx,North,2017,17,Widgets,A,1234567890,PPG1,"1,10,769.76"
ABC Corp,East,Drug,Rx,East,2017,17,Widgets,A,1234567890,PPG1,"4,98,024.76"
ABC Corp,South,Drug,Rx,South,2017,17,Widgets,A,1234567890,PPG1,"3,29,339.32"
ABC Corp,West,Drug,Rx,West,2017,17,Widgets,A,1234567890,PPG1,"10,29,802.54"
ABC Corp,North,Mass,SuperMart,North,2017,17,Widgets,A,1234512345,PPG1,"1,38,702.00"
ABC Corp,East,Mass,SuperMart,East,2017,17,Widgets,A,1234512345,PPG1,"2,24,380.38"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,17,Widgets,A,1234512345,PPG1,"7,50,852.41"
ABC Corp,South,Mass,SuperMart,Deep South,2017,17,Widgets,A,1234512345,PPG1,"1,45,578.51"
ABC Corp,West,Mass,SuperMart,West,2017,17,Widgets,A,1234512345,PPG1,"5,29,143.08"
ABC Corp,North,Mass,BigCo,North,2017,17,Widgets,A,1234512345,PPG1,"1,18,517.22"
ABC Corp,East,Mass,BigCo,East,2017,17,Widgets,A,1234512345,PPG1,"6,74,547.45"
ABC Corp,South,Mass,BigCo,South,2017,17,Widgets,A,1234512345,PPG1,"8,19,087.92"
ABC Corp,West,Mass,BigCo,West,2017,17,Widgets,A,1234512345,PPG1,"3,09,251.03"
ABC Corp,North,Drug,Rx,North,2017,17,Widgets,A,1234512345,PPG1,"3,57,604.43"
ABC Corp,East,Drug,Rx,East,2017,17,Widgets,A,1234512345,PPG1,"1,12,341.13"
ABC Corp,South,Drug,Rx,South,2017,17,Widgets,A,1234512345,PPG1,"1,00,481.35"
ABC Corp,West,Drug,Rx,West,2017,17,Widgets,A,1234512345,PPG1,"6,98,189.55"
ABC Corp,North,Mass,SuperMart,North,2017,18,Widgets,A,1234567890,PPG1,"6,52,870.29"
ABC Corp,East,Mass,SuperMart,East,2017,18,Widgets,A,1234567890,PPG1,"6,27,968.12"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,18,Widgets,A,1234567890,PPG1,"4,17,261.14"
ABC Corp,South,Mass,SuperMart,Deep South,2017,18,Widgets,A,1234567890,PPG1,"3,89,261.52"
ABC Corp,West,Mass,SuperMart,West,2017,18,Widgets,A,1234567890,PPG1,"5,72,340.73"
ABC Corp,North,Mass,BigCo,North,2017,18,Widgets,A,1234567890,PPG1,"1,87,137.99"
ABC Corp,East,Mass,BigCo,East,2017,18,Widgets,A,1234567890,PPG1,"2,97,386.99"
ABC Corp,South,Mass,BigCo,South,2017,18,Widgets,A,1234567890,PPG1,"8,42,973.01"
ABC Corp,West,Mass,BigCo,West,2017,18,Widgets,A,1234567890,PPG1,"7,59,730.92"
ABC Corp,North,Drug,Rx,North,2017,18,Widgets,A,1234567890,PPG1,"1,11,124.22"
ABC Corp,East,Drug,Rx,East,2017,18,Widgets,A,1234567890,PPG1,"4,95,783.65"
ABC Corp,South,Drug,Rx,South,2017,18,Widgets,A,1234567890,PPG1,"3,29,372.25"
ABC Corp,West,Drug,Rx,West,2017,18,Widgets,A,1234567890,PPG1,"10,77,585.38"
ABC Corp,North,Mass,SuperMart,North,2017,18,Widgets,A,1234512345,PPG1,"1,34,957.05"
ABC Corp,East,Mass,SuperMart,East,2017,18,Widgets,A,1234512345,PPG1,"2,26,938.32"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,18,Widgets,A,1234512345,PPG1,"7,73,377.99"
ABC Corp,South,Mass,SuperMart,Deep South,2017,18,Widgets,A,1234512345,PPG1,"1,45,709.53"
ABC Corp,West,Mass,SuperMart,West,2017,18,Widgets,A,1234512345,PPG1,"5,48,192.23"
ABC Corp,North,Mass,BigCo,North,2017,18,Widgets,A,1234512345,PPG1,"1,16,881.69"
ABC Corp,East,Mass,BigCo,East,2017,18,Widgets,A,1234512345,PPG1,"6,75,154.54"
ABC Corp,South,Mass,BigCo,South,2017,18,Widgets,A,1234512345,PPG1,"8,44,725.37"
ABC Corp,West,Mass,BigCo,West,2017,18,Widgets,A,1234512345,PPG1,"3,04,210.24"
ABC Corp,North,Drug,Rx,North,2017,18,Widgets,A,1234512345,PPG1,"3,67,474.31"
ABC Corp,East,Drug,Rx,East,2017,18,Widgets,A,1234512345,PPG1,"1,12,745.56"
ABC Corp,South,Drug,Rx,South,2017,18,Widgets,A,1234512345,PPG1,"99,587.06"
ABC Corp,West,Drug,Rx,West,2017,18,Widgets,A,1234512345,PPG1,"6,88,763.99"
ABC Corp,North,Mass,SuperMart,North,2017,19,Widgets,A,1234567890,PPG1,"6,77,483.50"
ABC Corp,East,Mass,SuperMart,East,2017,19,Widgets,A,1234567890,PPG1,"6,04,419.32"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,19,Widgets,A,1234567890,PPG1,"4,21,392.03"
ABC Corp,South,Mass,SuperMart,Deep South,2017,19,Widgets,A,1234567890,PPG1,"3,87,626.62"
ABC Corp,West,Mass,SuperMart,West,2017,19,Widgets,A,1234567890,PPG1,"5,92,716.06"
ABC Corp,North,Mass,BigCo,North,2017,19,Widgets,A,1234567890,PPG1,"1,84,293.49"
ABC Corp,East,Mass,BigCo,East,2017,19,Widgets,A,1234567890,PPG1,"2,92,034.02"
ABC Corp,South,Mass,BigCo,South,2017,19,Widgets,A,1234567890,PPG1,"8,76,523.34"
ABC Corp,West,Mass,BigCo,West,2017,19,Widgets,A,1234567890,PPG1,"7,52,513.47"
ABC Corp,North,Drug,Rx,North,2017,19,Widgets,A,1234567890,PPG1,"1,10,879.75"
ABC Corp,East,Drug,Rx,East,2017,19,Widgets,A,1234567890,PPG1,"5,17,300.66"
ABC Corp,South,Drug,Rx,South,2017,19,Widgets,A,1234567890,PPG1,"3,33,654.09"
ABC Corp,West,Drug,Rx,West,2017,19,Widgets,A,1234567890,PPG1,"10,30,387.14"
ABC Corp,North,Mass,SuperMart,North,2017,19,Widgets,A,1234512345,PPG1,"1,31,880.03"
ABC Corp,East,Mass,SuperMart,East,2017,19,Widgets,A,1234512345,PPG1,"2,34,745.00"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,19,Widgets,A,1234512345,PPG1,"7,76,780.85"
ABC Corp,South,Mass,SuperMart,Deep South,2017,19,Widgets,A,1234512345,PPG1,"1,42,620.49"
ABC Corp,West,Mass,SuperMart,West,2017,19,Widgets,A,1234512345,PPG1,"5,48,137.41"
ABC Corp,North,Mass,BigCo,North,2017,19,Widgets,A,1234512345,PPG1,"1,11,750.58"
ABC Corp,East,Mass,BigCo,East,2017,19,Widgets,A,1234512345,PPG1,"6,53,684.63"
ABC Corp,South,Mass,BigCo,South,2017,19,Widgets,A,1234512345,PPG1,"8,58,156.51"
ABC Corp,West,Mass,BigCo,West,2017,19,Widgets,A,1234512345,PPG1,"3,07,221.92"
ABC Corp,North,Drug,Rx,North,2017,19,Widgets,A,1234512345,PPG1,"3,85,443.81"
ABC Corp,East,Drug,Rx,East,2017,19,Widgets,A,1234512345,PPG1,"1,10,907.81"
ABC Corp,South,Drug,Rx,South,2017,19,Widgets,A,1234512345,PPG1,"95,553.79"
ABC Corp,West,Drug,Rx,West,2017,19,Widgets,A,1234512345,PPG1,"6,88,281.86"
ABC Corp,North,Mass,SuperMart,North,2017,20,Widgets,A,1234567890,PPG1,"6,63,798.33"
ABC Corp,East,Mass,SuperMart,East,2017,20,Widgets,A,1234567890,PPG1,"5,81,995.36"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,20,Widgets,A,1234567890,PPG1,"4,24,215.35"
ABC Corp,South,Mass,SuperMart,Deep South,2017,20,Widgets,A,1234567890,PPG1,"3,97,472.33"
ABC Corp,West,Mass,SuperMart,West,2017,20,Widgets,A,1234567890,PPG1,"5,71,971.00"
ABC Corp,North,Mass,BigCo,North,2017,20,Widgets,A,1234567890,PPG1,"1,76,258.29"
ABC Corp,East,Mass,BigCo,East,2017,20,Widgets,A,1234567890,PPG1,"2,85,375.65"
ABC Corp,South,Mass,BigCo,South,2017,20,Widgets,A,1234567890,PPG1,"8,65,479.15"
ABC Corp,West,Mass,BigCo,West,2017,20,Widgets,A,1234567890,PPG1,"7,66,434.97"
ABC Corp,North,Drug,Rx,North,2017,20,Widgets,A,1234567890,PPG1,"1,06,865.90"
ABC Corp,East,Drug,Rx,East,2017,20,Widgets,A,1234567890,PPG1,"5,37,371.92"
ABC Corp,South,Drug,Rx,South,2017,20,Widgets,A,1234567890,PPG1,"3,22,376.58"
ABC Corp,West,Drug,Rx,West,2017,20,Widgets,A,1234567890,PPG1,"10,14,828.30"
ABC Corp,North,Mass,SuperMart,North,2017,20,Widgets,A,1234512345,PPG1,"1,26,578.45"
ABC Corp,East,Mass,SuperMart,East,2017,20,Widgets,A,1234512345,PPG1,"2,32,538.40"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,20,Widgets,A,1234512345,PPG1,"7,85,869.19"
ABC Corp,South,Mass,SuperMart,Deep South,2017,20,Widgets,A,1234512345,PPG1,"1,46,571.08"
ABC Corp,West,Mass,SuperMart,West,2017,20,Widgets,A,1234512345,PPG1,"5,72,365.09"
ABC Corp,North,Mass,BigCo,North,2017,20,Widgets,A,1234512345,PPG1,"1,16,310.00"
ABC Corp,East,Mass,BigCo,East,2017,20,Widgets,A,1234512345,PPG1,"6,32,374.51"
ABC Corp,South,Mass,BigCo,South,2017,20,Widgets,A,1234512345,PPG1,"8,50,947.99"
ABC Corp,West,Mass,BigCo,West,2017,20,Widgets,A,1234512345,PPG1,"3,04,395.48"
ABC Corp,North,Drug,Rx,North,2017,20,Widgets,A,1234512345,PPG1,"3,84,364.56"
ABC Corp,East,Drug,Rx,East,2017,20,Widgets,A,1234512345,PPG1,"1,08,889.29"
ABC Corp,South,Drug,Rx,South,2017,20,Widgets,A,1234512345,PPG1,"91,167.87"
ABC Corp,West,Drug,Rx,West,2017,20,Widgets,A,1234512345,PPG1,"6,94,545.22"
ABC Corp,North,Mass,SuperMart,North,2017,21,Widgets,A,1234567890,PPG1,"6,36,516.22"
ABC Corp,East,Mass,SuperMart,East,2017,21,Widgets,A,1234567890,PPG1,"5,90,259.69"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,21,Widgets,A,1234567890,PPG1,"4,06,271.04"
ABC Corp,South,Mass,SuperMart,Deep South,2017,21,Widgets,A,1234567890,PPG1,"4,00,016.16"
ABC Corp,West,Mass,SuperMart,West,2017,21,Widgets,A,1234567890,PPG1,"5,89,759.29"
ABC Corp,North,Mass,BigCo,North,2017,21,Widgets,A,1234567890,PPG1,"1,68,679.19"
ABC Corp,East,Mass,BigCo,East,2017,21,Widgets,A,1234567890,PPG1,"2,80,980.86"
