CPG,CPG Region,Channel,Retailer,Retailer Region,Year,Week,Category, Sales 
XYZ Manufacturing,West,Drug,Rx,West,2017,26,Widgets,"1,75,505.74"
AAA Industries,North,Drug,Rx,North,2017,26,Widgets,"3,70,080.35"
AAA Industries,East,Drug,Rx,East,2017,26,Widgets,"7,71,916.13"
AAA Industries,South,Drug,Rx,South,2017,26,Widgets,"8,59,618.04"
AAA Industries,West,Drug,Rx,West,2017,26,Widgets,"6,89,311.64"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,27,Widgets,"8,05,580.19"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,27,Widgets,"25,69,156.09"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,27,Widgets,"7,70,911.91"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,27,Widgets,"6,69,002.42"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,27,Widgets,"60,47,540.13"
AAA Industries,East,Mass,SuperMart,East,2017,27,Widgets,"14,27,815.44"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,27,Widgets,"20,78,058.06"
AAA Industries,South,Mass,SuperMart,Deep South,2017,27,Widgets,"7,18,308.99"
AAA Industries,West,Mass,SuperMart,West,2017,27,Widgets,"27,51,641.74"
XYZ Manufacturing,North,Mass,BigCo,North,2017,27,Widgets,"31,33,236.57"
XYZ Manufacturing,East,Mass,BigCo,East,2017,27,Widgets,"11,88,767.52"
XYZ Manufacturing,South,Mass,BigCo,South,2017,27,Widgets,"13,01,744.12"
XYZ Manufacturing,West,Mass,BigCo,West,2017,27,Widgets,"41,46,587.15"
AAA Industries,North,Mass,BigCo,North,2017,27,Widgets,"65,47,209.91"
AAA Industries,East,Mass,BigCo,East,2017,27,Widgets,"7,99,226.58"
AAA Industries,South,Mass,BigCo,South,2017,27,Widgets,"20,53,528.01"
AAA Industries,West,Mass,BigCo,West,2017,27,Widgets,"35,67,293.03"
XYZ Manufacturing,North,Drug,Rx,North,2017,27,Widgets,"8,79,503.18"
XYZ Manufacturing,East,Drug,Rx,East,2017,27,Widgets,"7,28,553.51"
XYZ Manufacturing,South,Drug,Rx,South,2017,27,Widgets,"8,55,096.55"
XYZ Manufacturing,West,Drug,Rx,West,2017,27,Widgets,"1,55,255.87"
AAA Industries,North,Drug,Rx,North,2017,27,Widgets,"3,65,418.15"
AAA Industries,East,Drug,Rx,East,2017,27,Widgets,"7,36,072.03"
AAA Industries,South,Drug,Rx,South,2017,27,Widgets,"7,83,873.85"
AAA Industries,West,Drug,Rx,West,2017,27,Widgets,"6,48,782.36"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,28,Widgets,"8,78,814.63"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,28,Widgets,"24,92,813.95"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,28,Widgets,"8,20,843.15"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,28,Widgets,"6,80,160.66"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,28,Widgets,"56,44,963.79"
AAA Industries,East,Mass,SuperMart,East,2017,28,Widgets,"13,26,194.43"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,28,Widgets,"19,27,101.84"
AAA Industries,South,Mass,SuperMart,Deep South,2017,28,Widgets,"6,89,037.61"
AAA Industries,West,Mass,SuperMart,West,2017,28,Widgets,"27,70,560.41"
XYZ Manufacturing,North,Mass,BigCo,North,2017,28,Widgets,"32,51,536.96"
XYZ Manufacturing,East,Mass,BigCo,East,2017,28,Widgets,"12,33,075.44"
XYZ Manufacturing,South,Mass,BigCo,South,2017,28,Widgets,"12,82,084.49"
XYZ Manufacturing,West,Mass,BigCo,West,2017,28,Widgets,"43,96,489.06"
AAA Industries,North,Mass,BigCo,North,2017,28,Widgets,"72,47,020.69"
AAA Industries,East,Mass,BigCo,East,2017,28,Widgets,"7,98,214.62"
AAA Industries,South,Mass,BigCo,South,2017,28,Widgets,"20,27,980.18"
AAA Industries,West,Mass,BigCo,West,2017,28,Widgets,"33,24,130.13"
XYZ Manufacturing,North,Drug,Rx,North,2017,28,Widgets,"9,09,037.52"
XYZ Manufacturing,East,Drug,Rx,East,2017,28,Widgets,"7,35,230.06"
XYZ Manufacturing,South,Drug,Rx,South,2017,28,Widgets,"7,78,317.72"
XYZ Manufacturing,West,Drug,Rx,West,2017,28,Widgets,"1,60,270.44"
AAA Industries,North,Drug,Rx,North,2017,28,Widgets,"3,59,847.00"
AAA Industries,East,Drug,Rx,East,2017,28,Widgets,"7,50,357.72"
AAA Industries,South,Drug,Rx,South,2017,28,Widgets,"8,64,191.33"
AAA Industries,West,Drug,Rx,West,2017,28,Widgets,"6,62,750.00"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,29,Widgets,"9,24,676.09"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,29,Widgets,"26,06,544.83"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,29,Widgets,"7,44,828.83"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,29,Widgets,"6,65,435.00"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,29,Widgets,"61,28,886.13"
AAA Industries,East,Mass,SuperMart,East,2017,29,Widgets,"13,57,853.10"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,29,Widgets,"20,84,298.15"
AAA Industries,South,Mass,SuperMart,Deep South,2017,29,Widgets,"7,42,797.06"
AAA Industries,West,Mass,SuperMart,West,2017,29,Widgets,"28,87,779.00"
XYZ Manufacturing,North,Mass,BigCo,North,2017,29,Widgets,"34,56,835.20"
XYZ Manufacturing,East,Mass,BigCo,East,2017,29,Widgets,"11,56,750.74"
XYZ Manufacturing,South,Mass,BigCo,South,2017,29,Widgets,"13,38,600.80"
XYZ Manufacturing,West,Mass,BigCo,West,2017,29,Widgets,"39,40,403.87"
AAA Industries,North,Mass,BigCo,North,2017,29,Widgets,"71,27,449.76"
AAA Industries,East,Mass,BigCo,East,2017,29,Widgets,"8,16,634.50"
AAA Industries,South,Mass,BigCo,South,2017,29,Widgets,"19,52,286.00"
AAA Industries,West,Mass,BigCo,West,2017,29,Widgets,"33,18,505.00"
XYZ Manufacturing,North,Drug,Rx,North,2017,29,Widgets,"8,63,581.46"
XYZ Manufacturing,East,Drug,Rx,East,2017,29,Widgets,"7,20,621.24"
XYZ Manufacturing,South,Drug,Rx,South,2017,29,Widgets,"8,40,765.41"
XYZ Manufacturing,West,Drug,Rx,West,2017,29,Widgets,"1,46,490.68"
AAA Industries,North,Drug,Rx,North,2017,29,Widgets,"3,84,570.08"
AAA Industries,East,Drug,Rx,East,2017,29,Widgets,"7,13,666.91"
AAA Industries,South,Drug,Rx,South,2017,29,Widgets,"8,95,844.99"
AAA Industries,West,Drug,Rx,West,2017,29,Widgets,"6,68,408.98"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,30,Widgets,"8,97,980.89"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,30,Widgets,"26,49,937.45"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,30,Widgets,"7,90,196.14"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,30,Widgets,"6,72,734.47"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,30,Widgets,"57,67,285.77"
AAA Industries,East,Mass,SuperMart,East,2017,30,Widgets,"13,23,575.15"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,30,Widgets,"19,51,314.73"
AAA Industries,South,Mass,SuperMart,Deep South,2017,30,Widgets,"7,20,647.61"
AAA Industries,West,Mass,SuperMart,West,2017,30,Widgets,"30,23,318.06"
XYZ Manufacturing,North,Mass,BigCo,North,2017,30,Widgets,"32,09,248.01"
XYZ Manufacturing,East,Mass,BigCo,East,2017,30,Widgets,"11,62,061.56"
XYZ Manufacturing,South,Mass,BigCo,South,2017,30,Widgets,"13,42,613.93"
XYZ Manufacturing,West,Mass,BigCo,West,2017,30,Widgets,"42,04,310.63"
AAA Industries,North,Mass,BigCo,North,2017,30,Widgets,"73,28,592.96"
AAA Industries,East,Mass,BigCo,East,2017,30,Widgets,"8,49,232.31"
AAA Industries,South,Mass,BigCo,South,2017,30,Widgets,"20,27,193.71"
AAA Industries,West,Mass,BigCo,West,2017,30,Widgets,"34,54,332.42"
XYZ Manufacturing,North,Drug,Rx,North,2017,30,Widgets,"8,52,144.04"
XYZ Manufacturing,East,Drug,Rx,East,2017,30,Widgets,"7,51,745.15"
XYZ Manufacturing,South,Drug,Rx,South,2017,30,Widgets,"8,49,303.70"
XYZ Manufacturing,West,Drug,Rx,West,2017,30,Widgets,"1,57,313.03"
AAA Industries,North,Drug,Rx,North,2017,30,Widgets,"3,91,629.94"
AAA Industries,East,Drug,Rx,East,2017,30,Widgets,"7,31,536.64"
AAA Industries,South,Drug,Rx,South,2017,30,Widgets,"9,06,668.50"
AAA Industries,West,Drug,Rx,West,2017,30,Widgets,"7,03,073.53"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,31,Widgets,"8,56,673.77"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,31,Widgets,"27,62,510.73"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,31,Widgets,"8,29,424.94"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,31,Widgets,"6,70,428.24"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,31,Widgets,"56,98,523.61"
AAA Industries,East,Mass,SuperMart,East,2017,31,Widgets,"12,54,246.28"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,31,Widgets,"19,60,992.28"
AAA Industries,South,Mass,SuperMart,Deep South,2017,31,Widgets,"7,01,741.44"
AAA Industries,West,Mass,SuperMart,West,2017,31,Widgets,"29,07,271.24"
XYZ Manufacturing,North,Mass,BigCo,North,2017,31,Widgets,"33,49,704.73"
XYZ Manufacturing,East,Mass,BigCo,East,2017,31,Widgets,"12,77,805.23"
XYZ Manufacturing,South,Mass,BigCo,South,2017,31,Widgets,"13,88,404.24"
XYZ Manufacturing,West,Mass,BigCo,West,2017,31,Widgets,"43,45,915.77"
AAA Industries,North,Mass,BigCo,North,2017,31,Widgets,"73,12,685.05"
AAA Industries,East,Mass,BigCo,East,2017,31,Widgets,"8,52,440.80"
AAA Industries,South,Mass,BigCo,South,2017,31,Widgets,"19,46,982.31"
AAA Industries,West,Mass,BigCo,West,2017,31,Widgets,"31,84,176.99"
XYZ Manufacturing,North,Drug,Rx,North,2017,31,Widgets,"8,65,757.35"
XYZ Manufacturing,East,Drug,Rx,East,2017,31,Widgets,"7,68,900.26"
XYZ Manufacturing,South,Drug,Rx,South,2017,31,Widgets,"9,02,356.38"
XYZ Manufacturing,West,Drug,Rx,West,2017,31,Widgets,"1,59,609.35"
AAA Industries,North,Drug,Rx,North,2017,31,Widgets,"3,65,942.39"
AAA Industries,East,Drug,Rx,East,2017,31,Widgets,"7,68,137.66"
AAA Industries,South,Drug,Rx,South,2017,31,Widgets,"9,22,961.68"
AAA Industries,West,Drug,Rx,West,2017,31,Widgets,"6,46,391.10"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,32,Widgets,"9,05,831.30"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,32,Widgets,"26,46,719.53"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,32,Widgets,"7,87,846.87"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,32,Widgets,"6,34,127.06"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,32,Widgets,"59,32,451.06"
AAA Industries,East,Mass,SuperMart,East,2017,32,Widgets,"13,53,289.34"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,32,Widgets,"19,40,143.84"
AAA Industries,South,Mass,SuperMart,Deep South,2017,32,Widgets,"7,35,739.65"
AAA Industries,West,Mass,SuperMart,West,2017,32,Widgets,"28,29,342.02"
XYZ Manufacturing,North,Mass,BigCo,North,2017,32,Widgets,"34,08,771.95"
XYZ Manufacturing,East,Mass,BigCo,East,2017,32,Widgets,"13,28,238.28"
XYZ Manufacturing,South,Mass,BigCo,South,2017,32,Widgets,"14,14,076.79"
XYZ Manufacturing,West,Mass,BigCo,West,2017,32,Widgets,"43,24,459.51"
AAA Industries,North,Mass,BigCo,North,2017,32,Widgets,"74,43,147.59"
AAA Industries,East,Mass,BigCo,East,2017,32,Widgets,"8,11,118.89"
AAA Industries,South,Mass,BigCo,South,2017,32,Widgets,"19,57,828.97"
AAA Industries,West,Mass,BigCo,West,2017,32,Widgets,"33,26,006.07"
XYZ Manufacturing,North,Drug,Rx,North,2017,32,Widgets,"8,08,142.30"
XYZ Manufacturing,East,Drug,Rx,East,2017,32,Widgets,"7,95,037.74"
XYZ Manufacturing,South,Drug,Rx,South,2017,32,Widgets,"8,65,960.60"
XYZ Manufacturing,West,Drug,Rx,West,2017,32,Widgets,"1,57,712.87"
AAA Industries,North,Drug,Rx,North,2017,32,Widgets,"3,68,476.31"
AAA Industries,East,Drug,Rx,East,2017,32,Widgets,"7,31,226.87"
AAA Industries,South,Drug,Rx,South,2017,32,Widgets,"9,74,485.09"
AAA Industries,West,Drug,Rx,West,2017,32,Widgets,"7,16,534.64"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,33,Widgets,"8,40,117.22"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,33,Widgets,"27,54,275.53"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,33,Widgets,"8,35,246.63"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,33,Widgets,"6,71,418.51"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,33,Widgets,"65,53,226.54"
AAA Industries,East,Mass,SuperMart,East,2017,33,Widgets,"13,33,361.84"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,33,Widgets,"19,00,167.93"
AAA Industries,South,Mass,SuperMart,Deep South,2017,33,Widgets,"7,26,550.03"
AAA Industries,West,Mass,SuperMart,West,2017,33,Widgets,"27,21,849.88"
XYZ Manufacturing,North,Mass,BigCo,North,2017,33,Widgets,"32,11,922.62"
XYZ Manufacturing,East,Mass,BigCo,East,2017,33,Widgets,"13,65,619.19"
XYZ Manufacturing,South,Mass,BigCo,South,2017,33,Widgets,"14,85,443.57"
XYZ Manufacturing,West,Mass,BigCo,West,2017,33,Widgets,"42,69,310.65"
AAA Industries,North,Mass,BigCo,North,2017,33,Widgets,"70,58,871.37"
AAA Industries,East,Mass,BigCo,East,2017,33,Widgets,"7,78,385.76"
AAA Industries,South,Mass,BigCo,South,2017,33,Widgets,"19,98,739.19"
AAA Industries,West,Mass,BigCo,West,2017,33,Widgets,"33,11,320.71"
XYZ Manufacturing,North,Drug,Rx,North,2017,33,Widgets,"7,76,868.43"
XYZ Manufacturing,East,Drug,Rx,East,2017,33,Widgets,"7,66,764.37"
XYZ Manufacturing,South,Drug,Rx,South,2017,33,Widgets,"8,92,606.77"
XYZ Manufacturing,West,Drug,Rx,West,2017,33,Widgets,"1,62,492.25"
AAA Industries,North,Drug,Rx,North,2017,33,Widgets,"3,66,343.78"
AAA Industries,East,Drug,Rx,East,2017,33,Widgets,"7,41,429.60"
AAA Industries,South,Drug,Rx,South,2017,33,Widgets,"9,03,986.43"
AAA Industries,West,Drug,Rx,West,2017,33,Widgets,"7,12,110.02"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,34,Widgets,"8,85,352.79"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,34,Widgets,"28,28,284.60"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,34,Widgets,"8,66,760.28"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,34,Widgets,"7,41,458.66"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,34,Widgets,"58,83,365.41"
AAA Industries,East,Mass,SuperMart,East,2017,34,Widgets,"13,32,836.74"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,34,Widgets,"19,58,424.44"
AAA Industries,South,Mass,SuperMart,Deep South,2017,34,Widgets,"7,58,488.02"
AAA Industries,West,Mass,SuperMart,West,2017,34,Widgets,"29,72,749.37"
XYZ Manufacturing,North,Mass,BigCo,North,2017,34,Widgets,"32,02,541.77"
XYZ Manufacturing,East,Mass,BigCo,East,2017,34,Widgets,"15,07,205.30"
XYZ Manufacturing,South,Mass,BigCo,South,2017,34,Widgets,"15,28,111.67"
XYZ Manufacturing,West,Mass,BigCo,West,2017,34,Widgets,"43,08,240.07"
AAA Industries,North,Mass,BigCo,North,2017,34,Widgets,"68,60,925.23"
AAA Industries,East,Mass,BigCo,East,2017,34,Widgets,"8,01,318.76"
AAA Industries,South,Mass,BigCo,South,2017,34,Widgets,"19,38,403.64"
AAA Industries,West,Mass,BigCo,West,2017,34,Widgets,"34,76,720.61"
XYZ Manufacturing,North,Drug,Rx,North,2017,34,Widgets,"7,54,529.13"
XYZ Manufacturing,East,Drug,Rx,East,2017,34,Widgets,"8,25,536.81"
XYZ Manufacturing,South,Drug,Rx,South,2017,34,Widgets,"8,26,716.63"
XYZ Manufacturing,West,Drug,Rx,West,2017,34,Widgets,"1,52,674.10"
AAA Industries,North,Drug,Rx,North,2017,34,Widgets,"4,02,945.81"
AAA Industries,East,Drug,Rx,East,2017,34,Widgets,"7,18,671.48"
AAA Industries,South,Drug,Rx,South,2017,34,Widgets,"9,06,199.64"
AAA Industries,West,Drug,Rx,West,2017,34,Widgets,"7,25,423.64"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,35,Widgets,"8,63,348.45"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,35,Widgets,"26,26,161.72"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,35,Widgets,"8,20,566.21"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,35,Widgets,"7,25,177.26"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,35,Widgets,"62,07,366.19"
AAA Industries,East,Mass,SuperMart,East,2017,35,Widgets,"12,92,060.34"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,35,Widgets,"20,40,701.61"
AAA Industries,South,Mass,SuperMart,Deep South,2017,35,Widgets,"7,26,250.41"
AAA Industries,West,Mass,SuperMart,West,2017,35,Widgets,"30,42,581.57"
XYZ Manufacturing,North,Mass,BigCo,North,2017,35,Widgets,"30,83,538.57"
XYZ Manufacturing,East,Mass,BigCo,East,2017,35,Widgets,"14,62,731.53"
XYZ Manufacturing,South,Mass,BigCo,South,2017,35,Widgets,"14,89,680.90"
XYZ Manufacturing,West,Mass,BigCo,West,2017,35,Widgets,"38,77,071.46"
AAA Industries,North,Mass,BigCo,North,2017,35,Widgets,"74,08,432.24"
AAA Industries,East,Mass,BigCo,East,2017,35,Widgets,"7,82,751.57"
AAA Industries,South,Mass,BigCo,South,2017,35,Widgets,"19,41,200.47"
AAA Industries,West,Mass,BigCo,West,2017,35,Widgets,"36,08,963.84"
XYZ Manufacturing,North,Drug,Rx,North,2017,35,Widgets,"8,09,455.29"
XYZ Manufacturing,East,Drug,Rx,East,2017,35,Widgets,"8,45,346.64"
XYZ Manufacturing,South,Drug,Rx,South,2017,35,Widgets,"9,14,265.17"
XYZ Manufacturing,West,Drug,Rx,West,2017,35,Widgets,"1,71,867.86"
AAA Industries,North,Drug,Rx,North,2017,35,Widgets,"4,09,126.46"
AAA Industries,East,Drug,Rx,East,2017,35,Widgets,"7,41,433.73"
AAA Industries,South,Drug,Rx,South,2017,35,Widgets,"9,43,216.57"
AAA Industries,West,Drug,Rx,West,2017,35,Widgets,"7,87,036.70"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,36,Widgets,"8,78,142.45"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,36,Widgets,"27,30,958.32"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,36,Widgets,"7,88,962.17"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,36,Widgets,"7,47,180.84"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,36,Widgets,"57,72,432.06"
AAA Industries,East,Mass,SuperMart,East,2017,36,Widgets,"12,47,953.45"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,36,Widgets,"22,06,850.38"
AAA Industries,South,Mass,SuperMart,Deep South,2017,36,Widgets,"7,86,790.13"
AAA Industries,West,Mass,SuperMart,West,2017,36,Widgets,"27,95,086.99"
XYZ Manufacturing,North,Mass,BigCo,North,2017,36,Widgets,"31,46,764.97"
XYZ Manufacturing,East,Mass,BigCo,East,2017,36,Widgets,"14,59,418.28"
XYZ Manufacturing,South,Mass,BigCo,South,2017,36,Widgets,"14,36,890.55"
XYZ Manufacturing,West,Mass,BigCo,West,2017,36,Widgets,"40,22,295.86"
AAA Industries,North,Mass,BigCo,North,2017,36,Widgets,"73,09,345.57"
AAA Industries,East,Mass,BigCo,East,2017,36,Widgets,"8,59,450.59"
AAA Industries,South,Mass,BigCo,South,2017,36,Widgets,"19,62,076.18"
AAA Industries,West,Mass,BigCo,West,2017,36,Widgets,"36,76,681.27"
XYZ Manufacturing,North,Drug,Rx,North,2017,36,Widgets,"8,25,491.94"
XYZ Manufacturing,East,Drug,Rx,East,2017,36,Widgets,"8,24,761.86"
XYZ Manufacturing,South,Drug,Rx,South,2017,36,Widgets,"8,64,138.57"
XYZ Manufacturing,West,Drug,Rx,West,2017,36,Widgets,"1,75,516.26"
AAA Industries,North,Drug,Rx,North,2017,36,Widgets,"3,83,500.80"
AAA Industries,East,Drug,Rx,East,2017,36,Widgets,"6,70,918.01"
AAA Industries,South,Drug,Rx,South,2017,36,Widgets,"8,86,279.03"
AAA Industries,West,Drug,Rx,West,2017,36,Widgets,"8,18,324.46"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,37,Widgets,"9,08,794.11"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,37,Widgets,"28,04,398.56"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,37,Widgets,"8,34,260.60"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,37,Widgets,"7,34,992.35"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,37,Widgets,"62,14,692.70"
AAA Industries,East,Mass,SuperMart,East,2017,37,Widgets,"12,74,874.82"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,37,Widgets,"20,93,815.68"
AAA Industries,South,Mass,SuperMart,Deep South,2017,37,Widgets,"7,76,365.61"
AAA Industries,West,Mass,SuperMart,West,2017,37,Widgets,"28,80,116.89"
XYZ Manufacturing,North,Mass,BigCo,North,2017,37,Widgets,"34,13,145.36"
XYZ Manufacturing,East,Mass,BigCo,East,2017,37,Widgets,"15,10,054.17"
XYZ Manufacturing,South,Mass,BigCo,South,2017,37,Widgets,"15,33,932.81"
XYZ Manufacturing,West,Mass,BigCo,West,2017,37,Widgets,"39,42,175.73"
AAA Industries,North,Mass,BigCo,North,2017,37,Widgets,"82,05,774.89"
AAA Industries,East,Mass,BigCo,East,2017,37,Widgets,"8,33,549.66"
AAA Industries,South,Mass,BigCo,South,2017,37,Widgets,"20,70,273.14"
AAA Industries,West,Mass,BigCo,West,2017,37,Widgets,"35,46,353.65"
XYZ Manufacturing,North,Drug,Rx,North,2017,37,Widgets,"8,02,233.32"
XYZ Manufacturing,East,Drug,Rx,East,2017,37,Widgets,"7,99,389.17"
XYZ Manufacturing,South,Drug,Rx,South,2017,37,Widgets,"8,60,181.00"
XYZ Manufacturing,West,Drug,Rx,West,2017,37,Widgets,"1,65,556.20"
AAA Industries,North,Drug,Rx,North,2017,37,Widgets,"3,74,704.53"
AAA Industries,East,Drug,Rx,East,2017,37,Widgets,"6,97,097.66"
AAA Industries,South,Drug,Rx,South,2017,37,Widgets,"8,79,774.41"
AAA Industries,West,Drug,Rx,West,2017,37,Widgets,"7,87,217.14"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,38,Widgets,"8,98,335.40"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,38,Widgets,"27,22,874.87"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,38,Widgets,"8,46,551.56"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,38,Widgets,"7,28,931.31"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,38,Widgets,"59,00,019.59"
AAA Industries,East,Mass,SuperMart,East,2017,38,Widgets,"12,92,196.73"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,38,Widgets,"20,17,750.02"
AAA Industries,South,Mass,SuperMart,Deep South,2017,38,Widgets,"7,45,445.73"
AAA Industries,West,Mass,SuperMart,West,2017,38,Widgets,"26,09,747.13"
XYZ Manufacturing,North,Mass,BigCo,North,2017,38,Widgets,"33,19,114.92"
XYZ Manufacturing,East,Mass,BigCo,East,2017,38,Widgets,"14,45,226.62"
XYZ Manufacturing,South,Mass,BigCo,South,2017,38,Widgets,"16,01,471.38"
XYZ Manufacturing,West,Mass,BigCo,West,2017,38,Widgets,"39,42,747.99"
AAA Industries,North,Mass,BigCo,North,2017,38,Widgets,"79,22,070.78"
AAA Industries,East,Mass,BigCo,East,2017,38,Widgets,"9,10,160.52"
AAA Industries,South,Mass,BigCo,South,2017,38,Widgets,"19,63,546.84"
AAA Industries,West,Mass,BigCo,West,2017,38,Widgets,"35,85,997.72"
XYZ Manufacturing,North,Drug,Rx,North,2017,38,Widgets,"9,04,953.53"
XYZ Manufacturing,East,Drug,Rx,East,2017,38,Widgets,"8,49,724.99"
XYZ Manufacturing,South,Drug,Rx,South,2017,38,Widgets,"8,90,249.37"
XYZ Manufacturing,West,Drug,Rx,West,2017,38,Widgets,"1,60,497.76"
AAA Industries,North,Drug,Rx,North,2017,38,Widgets,"3,75,805.64"
AAA Industries,East,Drug,Rx,East,2017,38,Widgets,"6,53,783.23"
AAA Industries,South,Drug,Rx,South,2017,38,Widgets,"8,48,604.53"
AAA Industries,West,Drug,Rx,West,2017,38,Widgets,"8,88,074.57"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,39,Widgets,"8,59,504.66"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,39,Widgets,"29,54,462.43"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,39,Widgets,"7,79,902.20"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,39,Widgets,"7,80,779.31"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,39,Widgets,"64,17,235.72"
AAA Industries,East,Mass,SuperMart,East,2017,39,Widgets,"13,06,348.18"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,39,Widgets,"20,93,282.06"
AAA Industries,South,Mass,SuperMart,Deep South,2017,39,Widgets,"7,52,983.90"
AAA Industries,West,Mass,SuperMart,West,2017,39,Widgets,"28,17,473.74"
XYZ Manufacturing,North,Mass,BigCo,North,2017,39,Widgets,"31,38,169.94"
XYZ Manufacturing,East,Mass,BigCo,East,2017,39,Widgets,"14,72,934.46"
XYZ Manufacturing,South,Mass,BigCo,South,2017,39,Widgets,"15,92,440.88"
XYZ Manufacturing,West,Mass,BigCo,West,2017,39,Widgets,"36,67,828.29"
AAA Industries,North,Mass,BigCo,North,2017,39,Widgets,"84,43,596.24"
AAA Industries,East,Mass,BigCo,East,2017,39,Widgets,"8,79,533.34"
AAA Industries,South,Mass,BigCo,South,2017,39,Widgets,"21,33,676.22"
AAA Industries,West,Mass,BigCo,West,2017,39,Widgets,"33,81,012.68"
XYZ Manufacturing,North,Drug,Rx,North,2017,39,Widgets,"8,83,930.62"
XYZ Manufacturing,East,Drug,Rx,East,2017,39,Widgets,"8,05,190.14"
XYZ Manufacturing,South,Drug,Rx,South,2017,39,Widgets,"8,98,153.80"
