CPG,CPG Region,Channel,Retailer,Retailer Region,Year,Week,Category, Sales 
AAA Industries,West,Drug,Rx,West,2017,13,Widgets,"7,50,454.23"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,14,Widgets,"10,41,305.82"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,14,Widgets,"30,86,147.20"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,14,Widgets,"7,47,216.70"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,14,Widgets,"6,11,137.17"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,14,Widgets,"48,20,406.23"
AAA Industries,East,Mass,SuperMart,East,2017,14,Widgets,"13,76,357.95"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,14,Widgets,"23,17,517.40"
AAA Industries,South,Mass,SuperMart,Deep South,2017,14,Widgets,"7,23,919.82"
AAA Industries,West,Mass,SuperMart,West,2017,14,Widgets,"28,56,774.46"
XYZ Manufacturing,North,Mass,BigCo,North,2017,14,Widgets,"31,36,813.24"
XYZ Manufacturing,East,Mass,BigCo,East,2017,14,Widgets,"12,32,955.14"
XYZ Manufacturing,South,Mass,BigCo,South,2017,14,Widgets,"13,71,154.31"
XYZ Manufacturing,West,Mass,BigCo,West,2017,14,Widgets,"46,92,780.73"
AAA Industries,North,Mass,BigCo,North,2017,14,Widgets,"55,67,589.27"
AAA Industries,East,Mass,BigCo,East,2017,14,Widgets,"8,21,643.71"
AAA Industries,South,Mass,BigCo,South,2017,14,Widgets,"16,85,608.39"
AAA Industries,West,Mass,BigCo,West,2017,14,Widgets,"36,56,914.86"
XYZ Manufacturing,North,Drug,Rx,North,2017,14,Widgets,"9,07,398.00"
XYZ Manufacturing,East,Drug,Rx,East,2017,14,Widgets,"8,98,879.85"
XYZ Manufacturing,South,Drug,Rx,South,2017,14,Widgets,"8,15,242.76"
XYZ Manufacturing,West,Drug,Rx,West,2017,14,Widgets,"1,72,099.73"
AAA Industries,North,Drug,Rx,North,2017,14,Widgets,"4,08,054.64"
AAA Industries,East,Drug,Rx,East,2017,14,Widgets,"6,79,916.47"
AAA Industries,South,Drug,Rx,South,2017,14,Widgets,"8,45,300.90"
AAA Industries,West,Drug,Rx,West,2017,14,Widgets,"7,85,800.62"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,15,Widgets,"10,09,545.99"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,15,Widgets,"29,83,995.73"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,15,Widgets,"7,38,324.83"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,15,Widgets,"6,07,959.26"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,15,Widgets,"48,23,780.51"
AAA Industries,East,Mass,SuperMart,East,2017,15,Widgets,"13,17,036.92"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,15,Widgets,"22,48,687.13"
AAA Industries,South,Mass,SuperMart,Deep South,2017,15,Widgets,"7,29,421.61"
AAA Industries,West,Mass,SuperMart,West,2017,15,Widgets,"29,33,907.37"
XYZ Manufacturing,North,Mass,BigCo,North,2017,15,Widgets,"29,93,774.56"
XYZ Manufacturing,East,Mass,BigCo,East,2017,15,Widgets,"12,00,775.01"
XYZ Manufacturing,South,Mass,BigCo,South,2017,15,Widgets,"14,35,872.80"
XYZ Manufacturing,West,Mass,BigCo,West,2017,15,Widgets,"47,07,797.63"
AAA Industries,North,Mass,BigCo,North,2017,15,Widgets,"57,30,162.88"
AAA Industries,East,Mass,BigCo,East,2017,15,Widgets,"8,46,375.18"
AAA Industries,South,Mass,BigCo,South,2017,15,Widgets,"17,69,888.81"
AAA Industries,West,Mass,BigCo,West,2017,15,Widgets,"37,30,053.16"
XYZ Manufacturing,North,Drug,Rx,North,2017,15,Widgets,"9,47,867.95"
XYZ Manufacturing,East,Drug,Rx,East,2017,15,Widgets,"8,62,025.77"
XYZ Manufacturing,South,Drug,Rx,South,2017,15,Widgets,"8,35,297.73"
XYZ Manufacturing,West,Drug,Rx,West,2017,15,Widgets,"1,67,315.36"
AAA Industries,North,Drug,Rx,North,2017,15,Widgets,"3,95,445.75"
AAA Industries,East,Drug,Rx,East,2017,15,Widgets,"6,69,853.71"
AAA Industries,South,Drug,Rx,South,2017,15,Widgets,"8,48,005.87"
AAA Industries,West,Drug,Rx,West,2017,15,Widgets,"8,03,559.71"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,16,Widgets,"9,79,966.29"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,16,Widgets,"28,44,643.13"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,16,Widgets,"7,05,912.37"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,16,Widgets,"6,35,135.04"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,16,Widgets,"48,29,569.05"
AAA Industries,East,Mass,SuperMart,East,2017,16,Widgets,"13,46,011.74"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,16,Widgets,"21,58,964.51"
AAA Industries,South,Mass,SuperMart,Deep South,2017,16,Widgets,"7,60,859.68"
AAA Industries,West,Mass,SuperMart,West,2017,16,Widgets,"29,51,804.21"
XYZ Manufacturing,North,Mass,BigCo,North,2017,16,Widgets,"28,83,903.03"
XYZ Manufacturing,East,Mass,BigCo,East,2017,16,Widgets,"12,29,953.85"
XYZ Manufacturing,South,Mass,BigCo,South,2017,16,Widgets,"13,95,381.18"
XYZ Manufacturing,West,Mass,BigCo,West,2017,16,Widgets,"47,14,859.33"
AAA Industries,North,Mass,BigCo,North,2017,16,Widgets,"58,03,508.96"
AAA Industries,East,Mass,BigCo,East,2017,16,Widgets,"8,29,870.86"
AAA Industries,South,Mass,BigCo,South,2017,16,Widgets,"17,20,154.94"
AAA Industries,West,Mass,BigCo,West,2017,16,Widgets,"38,27,780.55"
XYZ Manufacturing,North,Drug,Rx,North,2017,16,Widgets,"9,56,209.19"
XYZ Manufacturing,East,Drug,Rx,East,2017,16,Widgets,"8,87,714.14"
XYZ Manufacturing,South,Drug,Rx,South,2017,16,Widgets,"8,06,062.31"
XYZ Manufacturing,West,Drug,Rx,West,2017,16,Widgets,"1,75,647.66"
AAA Industries,North,Drug,Rx,North,2017,16,Widgets,"4,08,258.20"
AAA Industries,East,Drug,Rx,East,2017,16,Widgets,"6,53,174.35"
AAA Industries,South,Drug,Rx,South,2017,16,Widgets,"8,58,351.54"
AAA Industries,West,Drug,Rx,West,2017,16,Widgets,"7,94,961.63"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,17,Widgets,"9,75,164.46"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,17,Widgets,"28,31,842.24"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,17,Widgets,"6,91,935.30"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,17,Widgets,"6,22,876.93"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,17,Widgets,"47,23,318.53"
AAA Industries,East,Mass,SuperMart,East,2017,17,Widgets,"13,59,068.05"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,17,Widgets,"22,04,950.46"
AAA Industries,South,Mass,SuperMart,Deep South,2017,17,Widgets,"7,69,533.48"
AAA Industries,West,Mass,SuperMart,West,2017,17,Widgets,"29,34,978.92"
XYZ Manufacturing,North,Mass,BigCo,North,2017,17,Widgets,"28,20,457.17"
XYZ Manufacturing,East,Mass,BigCo,East,2017,17,Widgets,"12,80,504.95"
XYZ Manufacturing,South,Mass,BigCo,South,2017,17,Widgets,"13,44,449.77"
XYZ Manufacturing,West,Mass,BigCo,West,2017,17,Widgets,"46,41,779.01"
AAA Industries,North,Mass,BigCo,North,2017,17,Widgets,"60,05,471.08"
AAA Industries,East,Mass,BigCo,East,2017,17,Widgets,"8,53,439.20"
AAA Industries,South,Mass,BigCo,South,2017,17,Widgets,"17,96,185.78"
AAA Industries,West,Mass,BigCo,West,2017,17,Widgets,"38,75,245.03"
XYZ Manufacturing,North,Drug,Rx,North,2017,17,Widgets,"9,36,606.90"
XYZ Manufacturing,East,Drug,Rx,East,2017,17,Widgets,"9,23,577.79"
XYZ Manufacturing,South,Drug,Rx,South,2017,17,Widgets,"8,07,271.40"
XYZ Manufacturing,West,Drug,Rx,West,2017,17,Widgets,"1,71,800.98"
AAA Industries,North,Drug,Rx,North,2017,17,Widgets,"4,09,442.15"
AAA Industries,East,Drug,Rx,East,2017,17,Widgets,"6,84,526.72"
AAA Industries,South,Drug,Rx,South,2017,17,Widgets,"8,51,656.40"
AAA Industries,West,Drug,Rx,West,2017,17,Widgets,"8,07,601.52"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,18,Widgets,"9,69,703.54"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,18,Widgets,"27,58,497.52"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,18,Widgets,"6,72,353.53"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,18,Widgets,"6,33,216.69"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,18,Widgets,"49,03,276.96"
AAA Industries,East,Mass,SuperMart,East,2017,18,Widgets,"13,11,636.58"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,18,Widgets,"21,23,367.29"
AAA Industries,South,Mass,SuperMart,Deep South,2017,18,Widgets,"7,45,677.95"
AAA Industries,West,Mass,SuperMart,West,2017,18,Widgets,"27,91,751.95"
XYZ Manufacturing,North,Mass,BigCo,North,2017,18,Widgets,"28,50,918.10"
XYZ Manufacturing,East,Mass,BigCo,East,2017,18,Widgets,"13,05,346.75"
XYZ Manufacturing,South,Mass,BigCo,South,2017,18,Widgets,"13,25,627.47"
XYZ Manufacturing,West,Mass,BigCo,West,2017,18,Widgets,"48,32,091.95"
AAA Industries,North,Mass,BigCo,North,2017,18,Widgets,"59,40,011.44"
AAA Industries,East,Mass,BigCo,East,2017,18,Widgets,"8,64,704.59"
AAA Industries,South,Mass,BigCo,South,2017,18,Widgets,"17,76,786.98"
AAA Industries,West,Mass,BigCo,West,2017,18,Widgets,"38,24,866.85"
XYZ Manufacturing,North,Drug,Rx,North,2017,18,Widgets,"9,68,638.86"
XYZ Manufacturing,East,Drug,Rx,East,2017,18,Widgets,"9,34,106.58"
XYZ Manufacturing,South,Drug,Rx,South,2017,18,Widgets,"7,97,341.97"
XYZ Manufacturing,West,Drug,Rx,West,2017,18,Widgets,"1,72,316.38"
AAA Industries,North,Drug,Rx,North,2017,18,Widgets,"4,22,216.74"
AAA Industries,East,Drug,Rx,East,2017,18,Widgets,"6,82,541.60"
AAA Industries,South,Drug,Rx,South,2017,18,Widgets,"8,27,554.52"
AAA Industries,West,Drug,Rx,West,2017,18,Widgets,"8,05,097.95"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,19,Widgets,"9,22,091.09"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,19,Widgets,"28,09,529.73"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,19,Widgets,"6,96,154.85"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,19,Widgets,"6,35,369.63"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,19,Widgets,"49,11,122.21"
AAA Industries,East,Mass,SuperMart,East,2017,19,Widgets,"13,26,458.07"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,19,Widgets,"20,85,571.35"
AAA Industries,South,Mass,SuperMart,Deep South,2017,19,Widgets,"7,17,715.02"
AAA Industries,West,Mass,SuperMart,West,2017,19,Widgets,"26,91,248.88"
XYZ Manufacturing,North,Mass,BigCo,North,2017,19,Widgets,"28,70,304.35"
XYZ Manufacturing,East,Mass,BigCo,East,2017,19,Widgets,"13,43,201.80"
XYZ Manufacturing,South,Mass,BigCo,South,2017,19,Widgets,"13,87,534.28"
XYZ Manufacturing,West,Mass,BigCo,West,2017,19,Widgets,"46,33,009.76"
AAA Industries,North,Mass,BigCo,North,2017,19,Widgets,"57,82,601.14"
AAA Industries,East,Mass,BigCo,East,2017,19,Widgets,"8,81,739.28"
AAA Industries,South,Mass,BigCo,South,2017,19,Widgets,"17,86,026.27"
AAA Industries,West,Mass,BigCo,West,2017,19,Widgets,"37,51,811.89"
XYZ Manufacturing,North,Drug,Rx,North,2017,19,Widgets,"10,09,902.87"
XYZ Manufacturing,East,Drug,Rx,East,2017,19,Widgets,"9,21,029.09"
XYZ Manufacturing,South,Drug,Rx,South,2017,19,Widgets,"7,84,903.43"
XYZ Manufacturing,West,Drug,Rx,West,2017,19,Widgets,"1,72,368.07"
AAA Industries,North,Drug,Rx,North,2017,19,Widgets,"4,09,592.46"
AAA Industries,East,Drug,Rx,East,2017,19,Widgets,"7,11,140.09"
AAA Industries,South,Drug,Rx,South,2017,19,Widgets,"8,28,382.07"
AAA Industries,West,Drug,Rx,West,2017,19,Widgets,"7,84,809.48"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,20,Widgets,"9,23,843.07"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,20,Widgets,"27,20,186.68"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,20,Widgets,"6,66,985.96"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,20,Widgets,"6,33,209.37"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,20,Widgets,"50,40,284.72"
AAA Industries,East,Mass,SuperMart,East,2017,20,Widgets,"13,87,342.49"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,20,Widgets,"21,50,641.18"
AAA Industries,South,Mass,SuperMart,Deep South,2017,20,Widgets,"6,88,001.62"
AAA Industries,West,Mass,SuperMart,West,2017,20,Widgets,"26,10,511.42"
XYZ Manufacturing,North,Mass,BigCo,North,2017,20,Widgets,"28,84,942.90"
XYZ Manufacturing,East,Mass,BigCo,East,2017,20,Widgets,"13,19,561.45"
XYZ Manufacturing,South,Mass,BigCo,South,2017,20,Widgets,"13,21,765.15"
XYZ Manufacturing,West,Mass,BigCo,West,2017,20,Widgets,"45,47,762.38"
AAA Industries,North,Mass,BigCo,North,2017,20,Widgets,"60,31,252.99"
AAA Industries,East,Mass,BigCo,East,2017,20,Widgets,"9,13,922.76"
AAA Industries,South,Mass,BigCo,South,2017,20,Widgets,"18,71,576.93"
AAA Industries,West,Mass,BigCo,West,2017,20,Widgets,"36,21,624.02"
XYZ Manufacturing,North,Drug,Rx,North,2017,20,Widgets,"10,12,730.60"
XYZ Manufacturing,East,Drug,Rx,East,2017,20,Widgets,"8,83,727.41"
XYZ Manufacturing,South,Drug,Rx,South,2017,20,Widgets,"8,09,863.36"
XYZ Manufacturing,West,Drug,Rx,West,2017,20,Widgets,"1,66,852.30"
AAA Industries,North,Drug,Rx,North,2017,20,Widgets,"3,97,058.93"
AAA Industries,East,Drug,Rx,East,2017,20,Widgets,"7,32,403.18"
AAA Industries,South,Drug,Rx,South,2017,20,Widgets,"8,32,109.79"
AAA Industries,West,Drug,Rx,West,2017,20,Widgets,"7,89,125.93"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,21,Widgets,"9,12,110.26"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,21,Widgets,"25,87,441.57"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,21,Widgets,"6,96,933.63"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,21,Widgets,"6,03,638.49"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,21,Widgets,"48,65,890.87"
AAA Industries,East,Mass,SuperMart,East,2017,21,Widgets,"13,46,138.42"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,21,Widgets,"22,49,140.54"
AAA Industries,South,Mass,SuperMart,Deep South,2017,21,Widgets,"6,72,383.98"
AAA Industries,West,Mass,SuperMart,West,2017,21,Widgets,"26,47,058.58"
XYZ Manufacturing,North,Mass,BigCo,North,2017,21,Widgets,"29,88,512.35"
XYZ Manufacturing,East,Mass,BigCo,East,2017,21,Widgets,"13,35,792.06"
XYZ Manufacturing,South,Mass,BigCo,South,2017,21,Widgets,"13,37,361.98"
XYZ Manufacturing,West,Mass,BigCo,West,2017,21,Widgets,"44,45,892.50"
AAA Industries,North,Mass,BigCo,North,2017,21,Widgets,"59,78,177.96"
AAA Industries,East,Mass,BigCo,East,2017,21,Widgets,"8,72,887.63"
AAA Industries,South,Mass,BigCo,South,2017,21,Widgets,"19,58,605.25"
AAA Industries,West,Mass,BigCo,West,2017,21,Widgets,"36,71,602.43"
XYZ Manufacturing,North,Drug,Rx,North,2017,21,Widgets,"9,63,208.08"
XYZ Manufacturing,East,Drug,Rx,East,2017,21,Widgets,"8,39,717.78"
XYZ Manufacturing,South,Drug,Rx,South,2017,21,Widgets,"8,12,049.99"
XYZ Manufacturing,West,Drug,Rx,West,2017,21,Widgets,"1,60,144.83"
AAA Industries,North,Drug,Rx,North,2017,21,Widgets,"3,92,969.22"
AAA Industries,East,Drug,Rx,East,2017,21,Widgets,"7,00,323.92"
AAA Industries,South,Drug,Rx,South,2017,21,Widgets,"8,24,121.54"
AAA Industries,West,Drug,Rx,West,2017,21,Widgets,"7,57,876.55"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,22,Widgets,"8,85,203.01"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,22,Widgets,"24,71,524.19"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,22,Widgets,"7,31,640.92"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,22,Widgets,"6,03,336.67"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,22,Widgets,"49,69,534.35"
AAA Industries,East,Mass,SuperMart,East,2017,22,Widgets,"13,85,445.66"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,22,Widgets,"21,59,399.84"
AAA Industries,South,Mass,SuperMart,Deep South,2017,22,Widgets,"6,53,355.52"
AAA Industries,West,Mass,SuperMart,West,2017,22,Widgets,"25,98,617.40"
XYZ Manufacturing,North,Mass,BigCo,North,2017,22,Widgets,"29,35,316.83"
XYZ Manufacturing,East,Mass,BigCo,East,2017,22,Widgets,"12,78,753.74"
XYZ Manufacturing,South,Mass,BigCo,South,2017,22,Widgets,"13,72,935.81"
XYZ Manufacturing,West,Mass,BigCo,West,2017,22,Widgets,"42,24,931.64"
AAA Industries,North,Mass,BigCo,North,2017,22,Widgets,"61,10,295.69"
AAA Industries,East,Mass,BigCo,East,2017,22,Widgets,"8,81,267.35"
AAA Industries,South,Mass,BigCo,South,2017,22,Widgets,"18,85,549.28"
AAA Industries,West,Mass,BigCo,West,2017,22,Widgets,"37,25,207.82"
XYZ Manufacturing,North,Drug,Rx,North,2017,22,Widgets,"9,31,036.93"
XYZ Manufacturing,East,Drug,Rx,East,2017,22,Widgets,"8,12,678.87"
XYZ Manufacturing,South,Drug,Rx,South,2017,22,Widgets,"7,92,398.38"
XYZ Manufacturing,West,Drug,Rx,West,2017,22,Widgets,"1,62,450.92"
AAA Industries,North,Drug,Rx,North,2017,22,Widgets,"4,06,762.44"
AAA Industries,East,Drug,Rx,East,2017,22,Widgets,"6,99,273.43"
AAA Industries,South,Drug,Rx,South,2017,22,Widgets,"8,55,355.75"
AAA Industries,West,Drug,Rx,West,2017,22,Widgets,"7,74,701.41"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,23,Widgets,"9,10,873.89"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,23,Widgets,"24,79,927.37"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,23,Widgets,"7,31,055.61"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,23,Widgets,"6,07,801.37"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,23,Widgets,"51,38,001.56"
AAA Industries,East,Mass,SuperMart,East,2017,23,Widgets,"14,01,378.29"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,23,Widgets,"20,79,286.10"
AAA Industries,South,Mass,SuperMart,Deep South,2017,23,Widgets,"6,54,335.55"
AAA Industries,West,Mass,SuperMart,West,2017,23,Widgets,"26,18,107.03"
XYZ Manufacturing,North,Mass,BigCo,North,2017,23,Widgets,"29,46,471.03"
XYZ Manufacturing,East,Mass,BigCo,East,2017,23,Widgets,"13,31,566.26"
XYZ Manufacturing,South,Mass,BigCo,South,2017,23,Widgets,"13,81,310.72"
XYZ Manufacturing,West,Mass,BigCo,West,2017,23,Widgets,"43,91,816.44"
AAA Industries,North,Mass,BigCo,North,2017,23,Widgets,"63,46,764.14"
AAA Industries,East,Mass,BigCo,East,2017,23,Widgets,"8,87,700.60"
AAA Industries,South,Mass,BigCo,South,2017,23,Widgets,"18,51,043.73"
AAA Industries,West,Mass,BigCo,West,2017,23,Widgets,"35,62,788.76"
XYZ Manufacturing,North,Drug,Rx,North,2017,23,Widgets,"9,13,161.02"
XYZ Manufacturing,East,Drug,Rx,East,2017,23,Widgets,"8,27,794.70"
XYZ Manufacturing,South,Drug,Rx,South,2017,23,Widgets,"8,11,019.74"
XYZ Manufacturing,West,Drug,Rx,West,2017,23,Widgets,"1,60,144.12"
AAA Industries,North,Drug,Rx,North,2017,23,Widgets,"3,88,498.81"
AAA Industries,East,Drug,Rx,East,2017,23,Widgets,"7,18,573.38"
AAA Industries,South,Drug,Rx,South,2017,23,Widgets,"8,41,156.84"
AAA Industries,West,Drug,Rx,West,2017,23,Widgets,"7,39,994.78"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,24,Widgets,"8,85,915.95"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,24,Widgets,"23,77,258.38"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,24,Widgets,"7,63,587.59"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,24,Widgets,"6,03,729.10"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,24,Widgets,"53,32,218.02"
AAA Industries,East,Mass,SuperMart,East,2017,24,Widgets,"13,90,867.95"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,24,Widgets,"19,94,867.09"
AAA Industries,South,Mass,SuperMart,Deep South,2017,24,Widgets,"6,60,224.57"
AAA Industries,West,Mass,SuperMart,West,2017,24,Widgets,"27,08,169.92"
XYZ Manufacturing,North,Mass,BigCo,North,2017,24,Widgets,"29,89,489.51"
XYZ Manufacturing,East,Mass,BigCo,East,2017,24,Widgets,"13,23,710.02"
XYZ Manufacturing,South,Mass,BigCo,South,2017,24,Widgets,"14,32,695.48"
XYZ Manufacturing,West,Mass,BigCo,West,2017,24,Widgets,"42,70,163.13"
AAA Industries,North,Mass,BigCo,North,2017,24,Widgets,"63,49,937.52"
AAA Industries,East,Mass,BigCo,East,2017,24,Widgets,"8,76,781.88"
AAA Industries,South,Mass,BigCo,South,2017,24,Widgets,"18,75,477.50"
AAA Industries,West,Mass,BigCo,West,2017,24,Widgets,"35,41,055.75"
XYZ Manufacturing,North,Drug,Rx,North,2017,24,Widgets,"8,97,272.02"
XYZ Manufacturing,East,Drug,Rx,East,2017,24,Widgets,"8,23,407.39"
XYZ Manufacturing,South,Drug,Rx,South,2017,24,Widgets,"7,85,553.72"
XYZ Manufacturing,West,Drug,Rx,West,2017,24,Widgets,"1,60,464.40"
AAA Industries,North,Drug,Rx,North,2017,24,Widgets,"3,88,770.76"
AAA Industries,East,Drug,Rx,East,2017,24,Widgets,"7,23,315.96"
AAA Industries,South,Drug,Rx,South,2017,24,Widgets,"8,64,288.65"
AAA Industries,West,Drug,Rx,West,2017,24,Widgets,"7,05,659.03"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,25,Widgets,"8,67,754.67"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,25,Widgets,"24,84,710.46"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,25,Widgets,"7,69,467.21"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,25,Widgets,"6,19,063.82"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,25,Widgets,"55,60,970.17"
AAA Industries,East,Mass,SuperMart,East,2017,25,Widgets,"13,33,703.28"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,25,Widgets,"20,35,961.35"
AAA Industries,South,Mass,SuperMart,Deep South,2017,25,Widgets,"6,72,438.73"
AAA Industries,West,Mass,SuperMart,West,2017,25,Widgets,"25,76,823.67"
XYZ Manufacturing,North,Mass,BigCo,North,2017,25,Widgets,"29,05,185.91"
XYZ Manufacturing,East,Mass,BigCo,East,2017,25,Widgets,"13,30,460.94"
XYZ Manufacturing,South,Mass,BigCo,South,2017,25,Widgets,"14,09,772.35"
XYZ Manufacturing,West,Mass,BigCo,West,2017,25,Widgets,"40,99,356.60"
AAA Industries,North,Mass,BigCo,North,2017,25,Widgets,"64,12,166.91"
AAA Industries,East,Mass,BigCo,East,2017,25,Widgets,"8,99,052.14"
AAA Industries,South,Mass,BigCo,South,2017,25,Widgets,"19,13,737.25"
AAA Industries,West,Mass,BigCo,West,2017,25,Widgets,"34,93,605.60"
XYZ Manufacturing,North,Drug,Rx,North,2017,25,Widgets,"9,07,770.10"
XYZ Manufacturing,East,Drug,Rx,East,2017,25,Widgets,"7,98,952.19"
XYZ Manufacturing,South,Drug,Rx,South,2017,25,Widgets,"8,21,217.86"
XYZ Manufacturing,West,Drug,Rx,West,2017,25,Widgets,"1,64,283.46"
AAA Industries,North,Drug,Rx,North,2017,25,Widgets,"3,85,427.33"
AAA Industries,East,Drug,Rx,East,2017,25,Widgets,"7,33,514.72"
AAA Industries,South,Drug,Rx,South,2017,25,Widgets,"8,47,002.88"
AAA Industries,West,Drug,Rx,West,2017,25,Widgets,"6,76,797.57"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,26,Widgets,"8,40,941.05"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,26,Widgets,"25,74,656.98"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,26,Widgets,"7,83,163.73"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,26,Widgets,"6,35,035.66"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,26,Widgets,"57,95,087.02"
AAA Industries,East,Mass,SuperMart,East,2017,26,Widgets,"13,99,321.48"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,26,Widgets,"20,30,057.06"
AAA Industries,South,Mass,SuperMart,Deep South,2017,26,Widgets,"6,99,201.79"
AAA Industries,West,Mass,SuperMart,West,2017,26,Widgets,"26,17,022.12"
XYZ Manufacturing,North,Mass,BigCo,North,2017,26,Widgets,"30,21,683.86"
XYZ Manufacturing,East,Mass,BigCo,East,2017,26,Widgets,"12,79,770.38"
XYZ Manufacturing,South,Mass,BigCo,South,2017,26,Widgets,"14,11,323.10"
XYZ Manufacturing,West,Mass,BigCo,West,2017,26,Widgets,"41,65,356.24"
AAA Industries,North,Mass,BigCo,North,2017,26,Widgets,"66,48,134.65"
AAA Industries,East,Mass,BigCo,East,2017,26,Widgets,"8,61,022.24"
AAA Industries,South,Mass,BigCo,South,2017,26,Widgets,"19,55,456.72"
AAA Industries,West,Mass,BigCo,West,2017,26,Widgets,"36,67,587.16"
XYZ Manufacturing,North,Drug,Rx,North,2017,26,Widgets,"8,71,277.74"
XYZ Manufacturing,East,Drug,Rx,East,2017,26,Widgets,"7,85,130.31"
XYZ Manufacturing,South,Drug,Rx,South,2017,26,Widgets,"8,22,531.81"
XYZ Manufacturing,West,Drug,Rx,West,2017,26,Widgets,"1,69,096.96"
AAA Industries,North,Drug,Rx,North,2017,26,Widgets,"3,75,868.73"
AAA Industries,East,Drug,Rx,East,2017,26,Widgets,"7,49,578.69"
AAA Industries,South,Drug,Rx,South,2017,26,Widgets,"8,23,625.60"
